reviewer,Candidate,URL,Message,manual_label,comment,chatgpt,check
Elsie,蔡其昌,https://www.facebook.com/100044161013467/posts/580976196811735,台中，不只是蔡其昌的人生起點 更是傾力奉獻的美好所在 孕育他成長茁壯的清水小鎮…… 令他目眩神迷的老城區…… 為他啟蒙思想的東海大學…… 第一次與妻子約會牽手的綠園道…… 台中參與了蔡其昌的親情、友情和愛情。五十多年來彷彿一張佈滿回憶的人生畫布，無處不是他喜怒哀樂及吃喝玩樂的痕跡。這是蔡其昌的台中故事，也邀請您一起重新發現台中。 📖《日日台中款》 天下文化：https://pse.is/4bm7xv:=:https://bookzone.cwgv.com.tw/books/BGB524 博客來：https://pse.is/4at5t2:=:https://www.books.com.tw/products/0010928604 誠品：https://eslite.me/4algzq:=:https://www.eslite.com/product/1001122732682192810001 momo：https://pse.is/4bl58n:=:https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10266377 Readmoo：https://pse.is/48e37g:=:https://readmoo.com/book/210235492000101 Kobo：https://pse.is/48t3r9:=:https://www.kobo.com/fi/fi/ebook/h22LGpdXOTyB586Tc4UcNQ,0,NA,0,1
Elsie,蔡其昌,https://www.facebook.com/100044161013467/posts/588723649276330,好友買了我剛出的新書《日日台中款》，照片拍得好美，馬上借來發臉書😆 《#日日台中款》我向家鄉致意的代表作，從美食到美景，台中囝仔帶你發現新舊光影交錯的台中！ 若說第一本《#後背包的初心》書寫的是我的生命經驗及人生觀、帶領你深度回顧我的生命歷程，《日日台中款》就是我揉合舊情懷與新展望，對大台中這個充滿魅力的區域，所提出的在地推薦！ 從孕育我成長茁壯的清水小鎮、令我目眩神迷的老城區、為我啟蒙思想的東海大學，到第一次與妻子約會牽手的綠園道，台中參與了我的親情、友情和愛情，五十多年來彷彿一張佈滿回憶的人生畫布，無處不是我喜怒哀樂及吃喝玩樂的痕跡。 透過本書，我盡情描繪清水、大甲、豐原、霧峰等十個地區在我腦海中的萬種風情；除此之外，也大方公開我最愛的地方美食美景，希望吸引來自各地的朋友，共享味蕾上美好的瞬間。 感謝職棒球星王建民、知名導演吳念真、知名節目主持人謝震武、中華民國駐美國代表蕭美琴、知名導演魏德聖的推薦🙏 《日日台中款》訂購網站： https://www.eslite.com/product/1001122732682192810001,0,NA,0,1
Elsie,蔡其昌,https://www.facebook.com/100044161013467/posts/583149269833768,台日友好，啾咪🫰 #台中大甲獅子會50週年生日快樂！這天與日本北九州八幡獅子會在大甲體育場合建時鐘塔，以獅子會LOGO為基礎，透過「Ｌ」字型轉換成一條帶狀金屬鏈，從底部延伸至另一端連續而不斷；象徵獅子會獅友多年無私奉獻永久傳承。 到 #大安農會 參加創會100週年「百年大安、永續大安」大安葱文化節，來向鄉親報告成功爭取農委會補助1.9億投入大安屠宰場，全面更新現代化設施，讓肉品更新鮮也減少對環境的影響。 接著 #台中西區森林種籽托嬰中心 開幕，森林種籽是愛的教育團隊，主張不體罰，看見孩子的需求，聽懂孩子的聲音，幫他們說出心聲，以愛心凝聚共識跟能量，打造一個適合嬰幼兒健康茁壯的園地，非常值得借鏡學習。 #行動派,1,not sure,0,0
Elsie,蔡其昌,https://www.facebook.com/100044161013467/posts/570949231053772,"#隔離日記Day2 鳳凰花開的初夏，是許多學子要邁向新旅程的時候。我不是一個多厲害的天選之人，邊打工邊求學，唸書成績也不頂尖。 曾經是最年輕的縣政府一級主管，也曾在自以為平順起飛的時候敗選。我還記得敗選的那段期間，我的世界很安靜，從被注目追逐，變成電話怎麼都不響，隨時幻聽以為聽到來電鈴聲的人。 有人名列前茅，就會有人不太如意。 我想跟不太如意的人們說，你可能現在會覺得有點無助恐慌，可是這些真的都是必經的過程。我在跌倒的那段時間，沒有比誰高明，也覺得自我價值低落，這些痛苦煎熬修煉了現在的我。 這次確診，最不好意思的，是大女兒必須錯過她的畢業典禮。 我在低潮時，印象最深刻的也是大女兒的畢業典禮，那時是她的幼兒園畢業表演，原來過去我擔任幕僚助理的卡位拍照的經驗這麼有用，我幫女兒拍了好多很棒的照片，我開始一點一滴慢慢找回對自己的信心。也要特別感謝那時期持續給我機會的鄉親、朋友，讓我成為今天的自己。 決定參選市長以來，我收到很多來自各界的鼓勵，當然也有冷嘲熱諷，行走江湖必然要承受這些。有人問說這樣值得嗎？打一場必定波濤洶湧的戰役，還不如穩穩過日子就好。我想說，台中是我的家鄉，身為台中人就是理由！ 如果一定要用一句話來說，大概就是捍衛戰士「獨行俠」告訴呆頭鵝兒子「公雞」的那句：「不要想，只要做！（Don't think, just do.）」 所以我不焦慮也不畏懼，也無需算計什麼得失。 台中縣市合併後正在轉骨，正在轉大人的節骨眼，骨頭要調整齊、骨架要騰出空間，需要很清楚的規劃和架構，讓台中的交通、治安、育兒政策、社福建設完整成熟，不只著眼現況，更要為下一代籌劃百年長遠的計劃。 只要對台中好的，就去做。 #母校東海大學路思義教堂",1,NA,0,0
Elsie,盧秀燕,https://www.facebook.com/100044147541030/posts/717748639706714,我最親愛的市民家人 我們一起走到這一天，投票的前一天。 謝謝大家在大雨中仍留在晚會現場 為守護台中、為守護秀燕淋得一身濕 秀燕想跟大家分享一段往事。 大智路貫通，市民等了13年， 歷經了不知道多少次的抗爭。 4年前，秀燕剛上任， 接下了貫通大智路的任務。 我與市府同仁商議， 拜託同仁與所有權人交朋友、將心比心 接下來幾個月的時間，我們一戶戶溝通 傾聽每一戶的需求，為他們解決問題。 最終我們沒有動用任何的強制力 在所有的屋主簽署同意下 順利拆除舊大樓，將大智路貫通。 從那天開始，有些市民朋友開始叫我「媽媽市長」。 後來我們遇到全世界嚴重的新冠疫情 有些市民家人開始確診，需要照顧 我想起媽媽照顧自己生病孩子 就是要隨時能陪伴在他身邊 我們開了200多場的記者會 開直播讓大家看見秀燕在 秀燕陪伴著大家。 也把正確的防疫知識、疫情動態讓市民了解。 恢復老人健保補助、推動生育津貼翻倍、公托公幼倍增、推動雙十公車、小黃公車、動工國際會展中心、綠美圖、復工東豐快速道路一件一件的累積，把市民家人照顧好，也越來越多市民朋友叫我「媽媽市長」。 當大家叫我一聲「市長媽媽」，讓我感受到4年的努力太值得了。 因為市民肯定我「守護城市」「照顧市民」 讓我贏得市民的信任。 讓市民把我當靠山、把我當家人。 所以我決定參選連任，要讓台中繼續幸福下去。 我要照顧我的市民家人，我就必須爭取連任。 有人問，這次選風如此惡劣 為什麼我不反擊？ 因為我把台中當成我的家 家和才能萬事興 如果為了選舉大家互相攻擊， 就如同家裡有兩個大人在吵吵鬧鬧 我要讓台中這個家庭「家和萬事興」 只要秀燕不回嘴，就吵不起來 秀燕以身作則，給孩子做榜樣 明天我們要守護台灣最大的價值，叫做「正直」 明天我們要守護台灣最大的黨派，叫做「正派」 明天我們要守護台灣最重要的風向，叫做「正向」 您的一票可以決定台中的未來 您的一票可以決定台灣的價值 明天我們一起站出來， 守護台中，我們堅持！ 靠我們自己來守護。,1,描述公托倍增(一句,0,0
Elsie,盧秀燕,https://www.facebook.com/100044147541030/posts/710679090413669,昨晚的政見發表會 謝謝你，守候在電視機前為秀燕加油！ 謝謝你，在網路直播上為秀燕按讚！ 秀燕要爭取連任，就要負責任的攤開成績提供市民檢驗。 四年前，秀燕提出的政見是陽光、空氣、水。 ☀️陽光施政，全民檢驗 秀燕上任後厲行陽光政治，所有市政府簽署的MOU全部必須公開在網路上讓市民了解。我們的市政會議也全程直播，市民朋友都可以在秀燕的臉書上回顧4年來每一次的市政會議。 ☁️空品升級，優於國家標準！ 在秀燕就任以前，台中的空氣從來沒有達到過國家標準，經過四年的整治，今年台中的空氣品質是台中升格以來，首次達到國家空氣品質標準。 💧活水經濟，產業振興 秀燕也承諾要為台中引進活水經濟，在我就任的四年裡，有三年在疫情中渡過，但台中的經濟非但沒有被打趴，反而逆勢成長。 根據經濟部最新公布的全國22縣市評鑑，我們的經濟指標有11項拿到全國第一，也是全國第一名最多的城市，其中市民們最在意的失業率，台中降低至3.6%，表現全國最優！ 秀燕重視自己對市民的承諾，說到做到才能讓民眾相信政府，民眾與政府互信，市政才得以推行，秀燕值得您的信任，也期許您的再次託付。 - 4年來，市府團隊日以繼夜努力，我們還創造了更多的好成績。 秀燕是一位媽媽，我特別重視「教育與文化」。在秀燕上任前，台中「教育與文化」預算占比六都最末，現在的台中「教育與文化」預算占比已經達到六都第一。 我要做新手爸媽的後援，經過4年的時間，公托增加了7倍，公幼增加了2倍多。 因為我們很努力，天下雜誌把台中評鑑為「教育王」，給台中肯定。 - 青年關心的居住正義，秀燕很在乎。 現在台中已經開徵「囤房稅」，今年七月開始有進帳，我們把新的稅收，專款專用，作為市民朋友租屋補貼，購屋利息補貼與育兒租屋補貼。 我們透過各種管道興辦「社會住宅」，中央政府要求台中興建5500戶，現在已經完工或興建中總共高達7146戶，我們預計再主動加碼繼續蓋到1萬戶。 - 秀燕常說「開不了工的要開工，完不了工的要完工」 推動了十幾年的建設，中央公園、捷運綠缐與大智路開通都在秀燕任內完工。民眾等待多年的「市政路延伸」「東豐快復工」，市府也已經正在興建。 關係到台中未來發展的三大國際建設，台中國際會展中心，台中美術館和圖書館共構的綠美圖，以及巨蛋，在秀燕上任之前，都沒有開工。 現在國際會展中心、綠美圖，秀燕排除萬難，已經開工上梁。市民引頸期盼的巨蛋，目前正上網招標中，很快也會開工。 - 台中正在快速的成長，台中也越來越好。 聯合報民調，台中連續二年獲得⟪全國最幸福的城市⟫ Yahoo民調，台中榮獲⟪最宜居的城市⟫ 遠見雜誌民調，台中榮獲⟪全國生活品質第一的城市⟫ 天下雜誌調查，台中是⟪全國年輕人最想遷居城市⟫ 台中獲得的好成績，是市民與市府合作的成果。屢屢獲得的好成績是台中的榮耀，就是市民的榮耀，秀燕與有榮焉。 - 秀燕從來沒想過會經歷「百年大疫」肆虐全球，也沒想過會遇上「百年大旱」全台缺水，一次次的危機也讓我與市民的感情越來越好。 市民親密的稱呼我為「媽媽市長」，這代表市民對我的信任與肯定，秀燕感謝大家。 「越是艱難時刻，我越在市民旁邊」這是我對市民的承諾，為母則強，每當有人要傷害台中和市民，我會勇敢對抗，絕不妥協。 11月26日，也要拜託你守護秀燕。當越多鄉親投票給我，就代表支持我的力量越有力，改革進步的力量也越強大。 1126站出來，盧秀燕需要你！ #燕子政績 #守護台中,1,NA,0,0
Elsie,盧秀燕,https://www.facebook.com/100044147541030/posts/708339083981003,台中是秀燕的家，市民就是我的家人。 將近4年的時間，越來越多的市民朋友稱呼我為媽媽市長。 我很感動、我很感謝，媽媽市長的稱呼，對我而言是「無上的光榮」。 市民肯定秀燕做「媽媽市長」，讓我更堅毅照顧好台中。 #天下的媽媽都是一樣的 ❤️媽媽是勇敢的 當危機來的時候守護這個城市。過去四年碰到兩個大災難，第一個是百年大旱，市府即時調度水源度過危機，第二個是撼動全球的新冠疫情，超過200場防疫直播記者會，希望讓市民因為「媽媽在家」而感到安心，台中首創快打站，總共開了超過5000場、服務將近200萬人次，因為唯有長輩健康，兒女才能安心，城市才能維持如常運轉。 ❤️媽媽是有信用的 「開不了工要開工、完不了工的要完工」是我對市民的承諾。大智路打通，13年難題解決了。捷運綠線蓋了十幾年，去年通車了。中央公園是全國最大在市中心的公園，老人健保補助和生育津貼提高也做到了，過去不可能的任務，媽媽會想辦法完成，用媽媽的魔法，盡全力幫市民圓夢。 ❤️媽媽是包容的 我們施政不分年齡、不分地域、不分黨籍，聆聽民意。希望台中永續發展，每個好的建議，只要對台中好，我們一定兼容並蓄。我們首創國民暨兒童運動中心，希望讓孩子也能享受到舒適的場館，加上150座美樂地共融公園，孩子、長輩、身障朋友都能在台中感受到市府的關心。 ❤️媽媽是公平的 對秀燕來說，手心手背都是肉。秀燕對每個區域都是公平的，原市區的市政路延伸、屯區的太平市民大道、海線的溫寮溪聯外道路、山城的東豐快復工，我們施政不分地區、不分藍綠，市民的需要，我們都會努力做。 為母則強，秀燕會讓台中持續走在良善的道路上。今年我們要為下一代樹立善良的典範，懇請所有市民與盧秀燕一起攜手守護台中，11月26日請出門投票，支持真正守護台中的人。 議長張清照 江啟臣 好立委 楊瓊瓔 顏寬恒 陳政顯 為民說話-吳瓊華 黃健豪-北屯漸好,1,NA,0,0
kai,張善政,https://www.facebook.com/100044377241488/posts/865759278246639,一起顧好下一代，桃園爸媽更輕鬆🍑 桃園，是一座年輕、有活力的城市，許多年輕人在此成家立業。身為和太太一起養育兒子長大的爸爸，我知道家長在孩子長大的每一段歷程中，總是有無限的關心以及擔憂。而現在的年輕人要成家，則要面對更大的經濟壓力。 孩子要開始上學校了，選哪一家好？ 公托總是抽不到，永遠在排隊，該怎麼辦？ 經濟，往往是父母最大的考量。 孩子在學校的午餐都吃些什麼，食材從哪裡來？ 關心孩子能否吃得健康，往往是父母最大的擔憂。 這些問題，我都聽到了，善哥能為你做得更多！ 我提出四大教育政見，要投資下一代的教育及健康。 讓善哥跟你一起，顧好下一代，讓桃園爸媽更輕鬆！,1,NA,1,1
kai,張善政,https://www.facebook.com/100044377241488/posts/874229597399607,換黨執政，桃園的進步也不會回頭！ 我們要秉持成熟、專業態度，服務市民，不要用情感勒索迴避批評。 我很重視今天的公辦政見會，這是向所有市民頭家們報告，我對桃園未來願景的重要場合。 過去這段時間，綠營候選人執著於黨派之爭，讓選戰充斥著詆毀與抹黑。 我認為這不是成熟的民主、偉大的城市應該有的現象。 選舉，應該是讓民眾判斷，誰是好的市長，誰可以讓我們市民免除生活的憂慮、實踐未來城市的願景。 我在桃園工作了12年，是桃園改變了我的一生，如果我能當選桃園市長，我會用畢生累積的經驗和知識來回報桃園。 現在的桃園比我當初在龍潭工作時成長很多，但也有很多新的問題必須面對、解決。 今天我一一向市民頭家報告，我看到的問題與解方。 1⃣️交通堵塞： 桃園車流量不斷增加，公共運輸量能非常不足，民眾飽受塞車之苦。 💡針對跨縣市的通行需求，我提出有詳細財務配套的1280月票方案，納入國道客運、機捷和台鐵，通行雙北無負擔。當然，如果中央願意補貼足夠的資源，我們也會規劃讓1280月票涵蓋雙北的公車與捷運。 💡市內大眾運輸也要優化，透過「幸福里程30K」，鼓勵市民多搭公共運輸、強化公車業者服務品質，汰換老舊公車。只有大眾運輸物美價廉，桃園塞車問題才有望解決。 2⃣️行人安全： 桃園人行道不足，品質也無法讓市民滿意。當市府誇稱路平有所成就，市民的留言卻是滿滿的抱怨。行人走在路邊，擔驚受怕，更是許多市民的日常。 💡我們要讓人行道鋪設面積翻倍，路面更平整；人行道要有安全設計，嬰兒車和輪椅才能暢行無阻，讓市民安心。 4⃣️消防、公共安全堪慮： 桃園蘆竹美福大火燒了21天，讓周邊居民火場惡臭與火災風險；啟用才三年的蘆竹國民運動中心有上百項缺失未改，八德運動中心羽球場才三級的地震天花板就崩落，還登上國際新聞。改善桃園公共工程品質與消防安全，刻不容緩。 💡我們不僅要透過「公安總體檢」確保桃園重要公共工程的安全，還要追求「清廉政府，乾淨發包」，預算效率與建設的安全並重。 💡此外，我們要善用智慧城市科技與建築法規，保證建設品質，預防災害的發生。我們還要在消防量能上，把危險加給、員額都補滿，給打火弟兄全面的支持，市民才能免於火災的恐懼。 5⃣️治安敗壞： 前不久桃園中壢驚傳有求職詐騙集團，囚禁、凌虐、施暴受害者的事件，甚至有人不幸喪生，真的駭人聽聞。 💡警察是打擊犯罪的第一線，我會提供足夠的後援，應該要給的人力、加給、裝備，都要補足。也會支持警察有足夠的執法空間，徹查犯罪，維護治安。 6⃣️婦幼照顧： 桃園是年輕父母最多的城市，但婦女的需求和幼兒的照顧，卻沒有足夠重視。 💡我提出全台唯一、六都第一的婦幼局，加大對婦女與幼兒的照顧。未來年輕女性可以享有凍卵補助、產婦有產檢計程車補助及產後心理諮商；公托能量要翻倍，減低父母對幼兒入學的焦慮。幼兒享有專屬的運動場域；市府全額補助國中小營養午餐，減輕父母的負擔。 7⃣️都市更新： 桃園有許多老舊城區都更停滯，居住環境亟待改善。 💡我會推出全臺灣、全國最優惠的獎勵措施，從火車站、捷運站到主要幹道開始，鼓勵都市更新、推動舊城區的再生、解決狹小巷弄問題、建設行人徒步區、改善老舊的市容。 改善現況的不足，只是基本。我們的願景是讓桃園市更加進步，讓桃園能整合桃基北北四個城市的優勢，領航臺灣，走向世界，成為亞洲智慧新都！ 未來，城市間的合作，對桃園至關重要。我努力打造桃基北北Megacity。四個城市首長緊密合作，一起協調，一起進步。 我也會善用桃園國門第一站和產業群聚的優勢，推動桃園整體的科技化、國際化。我有國際科技企業服務12年的經驗，最了解他們做事的方式與需求。 未來，我會以成熟、專業的態度，吸引國內外科技大廠來桃園投資，並且確保「服務要好、保密到家」，只有秉持專業、尊重產業、不輕易洩密，才能確保未來台積電選擇桃園不會生變。其他的科技大廠也才能信任桃園市政府，願意來投資桃園。 我的這些願景，當然都離不開桃園已經有的建設跟基礎。 我很感謝過去呂秀蓮、朱立倫、吳志揚縣長以及與我不同黨派的鄭文燦市長，謝謝他們留下的建設，以及為桃園付出的心血和汗水。他們都有嘉惠民眾的政績，但也都有不足。桃園就是在政黨不斷的輪替中進步。 我相信，只要執政團隊能夠面對自己能力的不足，不迴避批評，不排斥外界的建言，更不要用情感勒索來掩蓋自己執政的失誤，那麼我們桃園「再次換黨執政，城市的進步也不會回頭！」 桃園正在發展的關鍵時刻，歷任縣市長留下的市政資產，好的我會延續，有缺失的我會改革。我會讓桃園在既有基礎上，不斷進步！ 11月26號，投給1號張善政， 讓開放、成熟、專業的人來為桃園市民服務！,1,NA,0,0
kai,張善政,https://www.facebook.com/100044377241488/posts/765780758244492,相約是情誼，相遇是必然 今天桃園的陽光很溫暖， 讓每位前來參與活動的朋友們充滿了希望和正能量。 每個燦爛的笑容，都孕育著微笑桃園的美好願景。 很高興今天和智強、高金委員還有許多好朋友一起行腳， 未來的路還很艱辛，有大家一起走讓我們更堅強。 我們一起加油，為桃園鄉親贏得最後的勝利！,0,some post to instil positive vibes with no mention of polices.,0,1
kai,張善政,https://www.facebook.com/100044377241488/posts/804942044328363,未來，從桃園開始 「未來」對你來說，代表什麼？ 🧑‍🎓對剛畢業一陣子的社會新鮮人來說，或許代表著升職加薪、在事業上有所成就💼，期待有一天可以買到房子，和另一半共組家庭❤️，或是自在地過生活。 👨‍👩‍👧‍👦對剛開始成為新手爸媽的年輕父母來說，可能是希望社區環境安全、工作交通便利，孩子可以平安健康地長大。 🧑‍💼對事業正值巔峰的中年主管而言，30分鐘可以到鄰近城市與客戶會面🚄、20分鐘內可以到機場登上出差的班機✈️，30秒內可以在餐桌前坐下開啟與全球的視訊通話💻，是重要的職涯利多。 👵👴對步入老年的夫妻來說，有可以互相陪伴、共同進行休閒活動的好鄰居及舒適的樂活運動空間，是他們最開心的。 在未來的桃園，我們可以透過科技的力量連結全世界、監測家人的健康與安全、縮短交通尖峰的等待、讓孩子在數位應用與多種語言的環境長大、讓長輩享受妥善照護而得以優雅老化。 📌桃園有潛力 我們是最年輕的城市，是最多新人口移入的直轄市，有廣闊可供發展的腹地，最重要的，是我們身為國門之都，最便捷連結國際資源的能力。 📌桃園要善政 透過好政策與「良善治理」（good governance），我們可以充分發揮桃園的巨大潛力、打造桃園好未來： 𝙏𝙚𝙘𝙝𝙣𝙤𝙡𝙤𝙜𝙮 #前瞻科技的未來，需要產業背景與知識，以數位化思維改造市府運作流程及效率，更需要有數位資訊管理與應用的能力，徹底在市民生活中落實「智慧城市」（Smart City）概念。 𝘼𝙫𝙞𝙖𝙩𝙞𝙤𝙣 #航向天際的未來，需要讓現有的航空城與未來產業發展趨勢結合，讓桃園不只成為進入台灣的窗口，更成為國際社會飛往台灣的理由與目的。透過引入國際科技大廠落地、建設新創產業市場及聚落，桃園將成為北台灣MEGA CITY的科技核心。 𝙊𝙥𝙚𝙣 #開放透明的未來，需要市府透過建設數位基礎設施、提供數位便民服務，以及開放資料打造數位市政府的透明度，真正落實「智慧政府」（Smart Government）概念。 𝙔𝙤𝙪𝙩𝙝 #年輕活力的未來，讓桃園年輕人就業不需要跑到台北，讓台灣年輕人創業都願意來桃園！透過市府基金輔導、扶植有進入國際市場能力的新創科技公司，帶動周邊服務業、附加價值產業發展，讓桃園充滿年輕與創意。 𝙐𝙣𝙞𝙩𝙚𝙙 #攜手團結的未來，透過持續發展十三個行政區的區域特色，融入閩客外原新五大族群及國際朋友的生活文化，形塑族群共融、世代共榮、團結包容的新桃園！ 𝘼𝙛𝙛𝙡𝙪𝙚𝙣𝙩 #富足繁榮的未來，需要各個層面的政策手段解決少子女化問題，投入資源增加托育能量、公托人員待遇，讓父母安心生養更多桃園的下一代，為未來的在地經濟繁榮奠定勞動與消費基礎。 𝙉𝙖𝙩𝙪𝙧𝙖𝙡 #自然共好的未來，透過科技大數據系統，進行智慧能源及資源管理，保育桃園的好山好水，並推動次世代乾淨、永續能源的綠色公共交通，在改善交通效率的同時達成低碳、少污染的目標。 無論你我是先來後到，都將在桃園共享同一個打拚的機會，開創同一個幸福的未來。 善哥要貢獻一輩子的土木專長、產業經驗與知識專業，和大家一起為桃園打拚， 為我們想要給家人的安穩未來打拚，為我們想要留給孩子與父母的善好未來打拚。 台灣的未來，由桃園領先探索，你我的未來，從桃園開始起飛！ 讓桃園成為科技、領先與幸福城市的代名詞。 桃園人要的未來，善哥，做得到！,1,NA,0,0
kai,張善政,https://www.facebook.com/100044377241488/posts/856891839133383,蔡總統站台四次，不如幫桃園市民好好做事 近來蔡英文總統來桃園來得很勤，不過次次都是來幫鄭運鵬站台，對怎麼樣可以照顧桃園市民，沒看到她發表任何意見。 我覺得很可惜。 鄭文燦、鄭運鵬很常說我以前當行政院長，都沒照顧桃園，後來被挖出來說當年捷運綠線是我推動儘速核定，鄭文燦市長還就此感謝過我，他們就不再提了。 現在蔡英文總統，這麼頻繁的來桃園，鄭文燦市長、鄭運鵬委員，難道不應該請蔡總統以中央的高度跟資源解決桃園的問題嗎？ 如果蔡總統真的關心桃園，桃園交通堵塞的問題、公共工程品質的問題、觀光改善的問題、婦幼安全與育兒照顧的問題，她都可以來關心。 很可惜，她每次來都是為了幫鄭運鵬站台造勢。 市民看不到她帶來解決桃園問題的契機，而是看到她在唸大型讀稿機。 我每一天都在市民互動，我聽到非常多市民、鄉親的心聲，大家或許住在不同的地區、從事不同的職業，但都有一個共同的願望，「希望桃園可以更好、桃園的市政可以蛻變、桃園的發展問題要有人來解決」！ 選舉只是一時，要當市長，與其找高層站台好幾次，不如想辦法幫市民好好做事！,1,"although mention policies, but its is in context of criticising President Tsai and DPP for not mentioning this during the campaigns. ",0,0
kai,張善政,https://www.facebook.com/100044377241488/posts/835786284577272,青創「五個友善」 打造桃園成最強加速器！ 「要實現創業天堂的願景，每一個環節該怎麼做，必須跟年輕朋友請教。」為了瞭解桃園新創界朋友的需要，我與五位新創界人士一起座談，分享我的政見，並了解大家的反饋與建議。 例如，桃園創新創業協會黃理事長投入「孕產業」20年，是因為看到許多男性無法同理女性懷孕、分娩的辛苦與不舒服，她推出男性「分娩陣痛體驗」，讓夫妻更有同理心、促進家庭的和諧。這樣的服務，不是傳統上能夠提供的。 與談的朋友們有人投入數位行銷、KOL媒合、資產管理與共享空間，都運用數位化工具與思維開創許多新服務、新市場，這正是桃園與台灣未來成長的新創動力。 桃園，是一座年輕的城市，有很多年輕人，希望透過創業，展現自己的專業能力。因此，我很早就提出青年創業的五個友善：「資金友善」、「項目友善」、「資源友善」、「社群友善」與「數位友善」，希望用業界的經驗以及新的做法，增加青年創業的成功率，讓創業輔導的服務一條龍更完善。 這些創意，讓青年實現夢想，也幫助社會更進步。創業，不只是少數人的事情，發現、促進這些好的創意，不只能夠創造更多更好的就業機會，還能滿足社會不同的需求。要讓桃園更好，市政府要做青年創業家的後盾！讓我們一起努力！,1,Talks about some technology that allows men to experience the pain of childbirth. Technically it is not relatign to a polic.y,0,0
kai,張善政,https://www.facebook.com/100044377241488/posts/865051184984115,挺善良連線 一起為婦幼做更多！ 親身體驗了孕婦的辛苦，激勵我要為桃園的婦女與孩子做更多。 為婦女朋友設身處地著想，我與小愛爸爸謝國樑、前台北市長郝龍斌共同呼籲「終止家庭暴力制止人口販運」。在穿上沉重孕婦裝後，就連穿鞋、穿衣服等簡單的行動，都變得非常地辛苦，而這卻是懷孕婦女的日常。 疫情發生後，人們的生活方式大幅改變，可能是經濟壓力，也可能是擔心生病，或家人在家裡共處太久，我們看到家庭暴力的問題變得愈發嚴重。此外，不只是女性，男性也可能成為家暴的對象，凡此種種，都值得我們投注更多資源與關心。 在動手包尿布的環節，讓我回想起過去和太太一起養育兒子的往事。雖然兒子現在大了，但那段同甘共苦的回憶卻仍然清晰。現在的年輕人要成家，面對更大的經濟壓力，因此，我提出設立全台唯一的「婦幼局」，推出「凍卵營養金」、「加碼育兒津貼」、「補助產後心理諮商」等政策，要讓服務更加中、對婦幼更友善！ 終止家庭暴力，制止人口販運，讓我們一起努力！ 產前顧到產後，讓桃園成為全台最好「孕」的好所在！,1,NA,1,1
kai,張善政,https://www.facebook.com/100044377241488/posts/839850160837551,露營夜話，聽聽年輕人怎麼說 善哥來為青年朋友做更多！ 週末夜晚，來到埔心牧場的「禾善蒝地」與一群桃園的年輕人一起露營、烤肉，聽他們分享現在在做什麼、對未來的願景，我也跟他們分享我的經驗，鼓勵他們勇於嘗試、有機會可以到國外增廣見聞，跟年輕朋友在一起，總是讓我感覺很快樂。 回想起來，不論是在Google或是在行政院服務時，我總能遇到一個又一個才華洋溢、充滿熱情的年輕人，他們是台灣的未來、台灣的希望。 我想分享一個我親身的案例，這個故事告訴了我，年輕人永遠可以想到我們想不到的事情： 我還在行政院服務時，毛治國院長規劃推動「開放資料」、「大數據」等，希望政府的施政可以運用更多網路科技，當時，我就是實際的執行者。 我曾遇到一個年輕人，他在法國留學長大，後來回到台灣發起「Open Data TW」組織，他希望用開放資料的力量改變社會，有一次，他希望我開放台北市所有「路樹」的資料，我感到很納悶，難不成他是要在路樹上綁牌子教小朋友樹的名字？當下我感覺，這個資料的需求度並不高。 後來，他告訴我，之所以要開放這個資料，原因在於路樹的「花粉」，如果能夠調查各區路樹的品種，就能知道這些樹在什麼時候開花，這些資料的開放，就能夠幫助體質敏感的人避開某些路段，不至於過敏身體不適。 年輕人的創意與洞見，多麼令人驚豔？支持年輕人，不應該只是口號，更要落實在行動。 因此，我陸續推出各項政見，希望實實在在地幫到桃園的年輕人，針對新組建家庭的年輕夫妻，我推出育兒相關的政見，要拉高公托的數量，讓公托不再要等待排隊抽籤；針對許多年輕人透過機車通勤，我推出交通相關政見，希望透過改造道路設計，讓騎乘機車更加安全。 未來，從桃園開始，也要從支持青年開始🙆🏻‍♂️🙆 我還會推出更多政見，希望打造一個更好的桃園，讓生活在桃園的年輕人能更無後顧之憂地展現、綻放他們的才華。但要支持年輕人，我們應該拿出實際行動。 11月26日，除了投九合一選舉以外，還有【#18歲公民權】修憲複決公投，請各位跟我一起投下「同意✅」支持青年參政，讓更多年輕人參與建設桃園與台灣的未來！,1,NA,0,0
