candidate,time,URL,Message,友善職場,經濟支持,教保環境,other,no_policy,manual_label
陳其邁,,https://www.facebook.com/photo.php?fbid=664166038402589&set=a.516944776458050&type=3,鼓山運動中心動工！ 將成為內惟、鼓山、左營，大家共同的生活與感情重心。 市政實實在在地做。 一座一座將運動中心做好，好好地來解決民眾的需求，這是我們做事情的態度。 #鼓山運動中心 是第五座新建運動中心，利用中山國小遷址後閒置的場域打造。 2層樓的複合式運動場館設計，包含健身房、全齡體能訓練場、韻律瑜珈教室及綜合球場，應有盡有。 學校原有的操場跑道也會翻新，2座籃球場改建為風雨球場，新建匹克球場。 經費超過1億7000萬元，今天正式動工，預計在113年、後年底就能完工。 . 選址時，我們特別考量周邊有崇實自助這些眷村、果貿、前鋒國宅與內惟，居民非常多，長輩也不少。高雄已經啟用10個銀髮健身俱樂部，也持續設立長輩運動場域，來預防肌少症，讓長輩更健康。 另外，包括公托、平價的準公幼、衛生局的日照、社會局的日照也都在這裡。 可以說是從0歲到100歲，都可以使用到這個地方。 . 鼓山運動中心屬於社區，既然要做就要做到最好。 我們希望將園區打開，結合周邊與建築整體的設計風格和功能縫合。 將原來很貴的一個地段，做為大家公共服務、社會福利的好去處。 這是當時我們在發想、選址時，最重要的核心價值。 這兩年，高雄的運動中心從0開始成長到13加1座。 有5座已經在今年陸續開始營運，提供民眾健身、促進健康最好的地方。,,,1.0,,,3
陳其邁,,https://www.facebook.com/photo.php?fbid=538743207611540&set=a.516944776458050&type=3,今天是母親節，我也特別到鳳山行政中心、運發局，為還在忙碌防疫工作的同仁們送上康乃馨，跟他們說聲「謝謝」。 防疫的重點在「#重症治療、#輕症分流」。 所以我們今天請到 #高雄縣醫師公會 理事長王宏育、#高雄市醫師公會理事長 朱光興、高雄市醫師公會榮譽理事長賴聰宏，三位醫師，很重要的事和大家拜託： 👉如果有呼吸道症狀，請到診所就醫、看診、領藥，大醫院病床留給需要的人。 如果您快篩陽、或者進一步PCR採檢陽性，請通報當初看診的基層診所醫師。 因為當初看診的醫師，通常是民眾熟識的基層診所醫師。 比較熟悉個案身體狀況，可以協助通報或者視訊診療照顧，即時關懷處理。 . 👉高醫小兒感染科主任 #李敏生醫師，說明怎麼照顧確診的小朋友？ 小朋友確診後有63%會有發燒症狀，如果沒有危險因子，在家居家照護要注意警訊表徵。 每天記錄三次：體溫/血氧、計算每分鐘呼吸次數、觀察活力狀態、一天的進食量及尿量、觀察呼吸時有無胸凹現象、注意膚色或唇色是否發紺、檢查肢體是否冰冷（新生兒）。 李醫師也準備了兒童居家照護日誌範本、建議常備藥物，給家長們參考。 ◎詳細圖卡，歡迎分享：https://tinyurl.com/y4c7pz9j:=:https://www.facebook.com/KHD7134000/posts/368526798648595 . 👉校園匡列新舊制要怎麼適用呢？我們也準備圖卡詳細說明。 如果是被居隔的同班同學，維持暫停實體課程；社團、課照、密友，快篩陰性後返校。,,,,1.0,,4
陳其邁,,https://www.facebook.com/photo.php?fbid=624843905668136&set=a.516944776458050&type=3,"和小朋友們，一起種下小小樹苗，象徵希望和祝福。🌱 今天，#楠梓科技產業園區 第一所企業附設園所「日月光三好幼兒園」開幕！ 透過市府媒合，由日月光集團租用油廠國小校舍拆除後的空地興建而成。 我們希望活化校園空間，也會再盤點產業園區周邊的校園與公有土地。 讓不管是托嬰、幼教，或是日照、長照，校園或公有閒置空間可以多一些利用方式，更加照顧好長輩、小朋友。 👉這幾年其實很努力，像我們公共化教保服務量也在今年達到41.32%。 準公共幼兒園111學年度共有252園提供33,869個名額，兩者均為全國之冠。 平價教保服務，在今年已達到97.03%。努力照顧好高雄寶貝，減輕家長負擔！ 👉我們跟時間賽跑，一方面因應企業進駐的需求，二方面希望加緊讓教保服務，能夠趕上人口增加的速度。 目前高雄機構或企業設置的幼兒園大約22處、由政府機關機構等設置的職場互助教保中心有12處。 鼓勵企業設置幼兒園，攜手打造好的育兒環境，小朋友受到更好的照顧，也讓爸爸媽媽上班更安心。 日月光三好幼兒園還有很特別的地方，它是節能、環保、綠能建築，太陽能板產電自發自用，佔園所4成的用電量。 戶外廣闊的活動綠地，保留現地文史記憶，及百年桃花心木、老樹群。 招收300名小朋友，提供優質的軟硬體設備，像是廁所、教室、廚房，看了都讓人羨慕。 也讓廠區同仁和寶貝一起上班上學，更幸福！",,,1.0,,,3
陳其邁,,https://www.facebook.com/photo.php?fbid=547465246739336&set=a.516944776458050&type=3,大家常常問：快篩陽或居家照護確診個案，要怎麼看醫生？ 今天中央公布居家照護確診者個案就醫說明，有發燒症狀在居隔期間可透過視訊、電話看診。 因為高雄市會派醫師協助確診個案，可以先聯繫照顧您的專責診所醫師進行通訊診療。 👉有時遇到醫師下班或較為緊急，可以去哪看病？ 中央放寬規定，若無法預約視訊診療、或視訊診療無法處理，可以聯繫衛生局，依指示以防疫車隊或親友接送、自行前往(如步行、自行駕/騎車)或確診者陪同就醫，要全程戴口罩、不要交談，主動告知為確診個案，讓醫生做準備。 如要就醫，我們【高雄市9家醫院附設小兒特診、4個社區採檢站特診】，除了看快篩陽或確診的18歲以下兒童，也可以為大人看診。但還是建議先以視訊看診為主。 👉大家也常問說，還沒收到 #居隔單，怎麼辦？ 高雄今天公布更簡單的方式： ①在衛生局收到醫院PCR採檢陽性時，約1-2小時會發送第一封訊息告知確診者，請確診者主動回報疫調資料、同住者名單。 比如年齡、是否懷孕36周、是否有65歲以上長輩同住？等等必要事項。 ②填完後約5小時，衛生局會傳第二封訊息給你，點選網址填入身分證和手機號碼，即可下載居隔通知書。 整個流程大概5-6小時，你就可以更快拿到你的居隔單，也協助完成我們疫調。 因為我們在醫院端就輸入PCR陽性報告資料，希望在速度上加速，也能夠讓我們更儘速了解風險族群群聚，做基本疫調掌握和風險管控。 👉以個案趨勢，也要再次提醒：家中有確診者要特別小心，確診者要 #一人一室，最好是套房。 同住家人非確診者最好也一人一室，客廳、廚房或浴室都不能共用。 市府關懷包內有酒精，摸過的地方請多消毒，垃圾或是餐桌、碗筷，自己用自己洗，降低接觸的風險。 👉成人BNT已經到高雄，即日起開放接種。 青少年、小朋友的BNT也可以開始預約，詳情請參見圖卡。,,,,1.0,,4
陳其邁,,https://www.facebook.com/chenchimai/videos/438481938185957/,做你的產檢好司機 做為一個醫師，照顧好準媽媽與孩子、讓年輕家庭更安心放心，是我掛心的事。 所以，我們全面照顧！ 高雄市10/1起，再擴大「孕婦搭乘計程車產檢」補助對象。 只要是高雄市孕婦，不分年齡族群身份， 都補助14次產檢（共28趟次）計程車車資5040元。 怎麼領？很快速方便！ 在我們合作的50家產檢醫療院所，就可以直接申請、領取。 也可洽區公所、社福中心申請喔！ 🔍詳細資訊，可至社會局網站查詢：https://is.gd/eLYqkO:=:https://socbu.kcg.gov.tw/index.php?&prog=2&b_id=3&m_id=13&s_id=2006,,1.0,,,,2
柯志恩,,https://www.facebook.com/photo.php?fbid=621509159329474&set=a.547433460070378&type=3,最年輕發言人團，高雄集結！ 今天，我公布了5位年輕、活力、清新的發言人夥伴。最年輕的，只有21歲；從高雄出生到高雄念書，從原市區到原縣區，從北高雄到南高雄，這群平均年齡27.2歲的優秀青年，未來將是柯志恩團隊的骨幹，為高雄一起打拚。 出生岡山的 #黃騰憲 ，是最年輕的成員，擔任過學生議會議長，年紀輕輕就有亮眼的公共參與表現，讓我們一起期待9年級生在國民黨發光發熱。 畢業於中山大學的 #孫玉霖 ，擁有英國、新加坡雙碩士學位，未來將結合在地與國際視角，為團隊帶來更多層次的政策發想。 出生小港的 呂謦煒 ，出身低收入家庭，擁有基層視角，因此參與公共事務以來，相當關注社福、勞權與交通議題，為弱勢族群發聲。 畢業於高雄大學的 陳冠安 X 黨革青 ，過去擔任過國民黨青年部主任，和許多公民團體保持良好互動，也十分關心多元族群、居住正義和動保議題。 而 李明璇 ，更是大家最熟悉的廣播主持人、發言人和市政顧問，今年也剛成為新手媽媽，因此也將為團隊帶來關於觀光、育兒政策的發想。 5位青年發言人，和 陳麗娜 總召 吳怡玎 總幹事，以及團隊的所有成員，還有最親愛的高雄市民們，不分世代，高雄好日子，我們一起拚！,,,,1.0,,4
柯志恩,,https://www.facebook.com/photo.php?fbid=681917406621982&set=a.547433460070378&type=3,昨天是個好日子，我一連參加6場議員與候選人的競總成立，希望所有國民黨的議員候選人都能高票當選，為高雄鄉親拚好日子！ 競選第十一選區，號次7號的 王耀裕市議員 ，在地服務扎實，重視空污與環境議題，積極為鄉親爭取福利和建設，被高督盟評鑑為問政優質議員。 競選第五選區，號次4號的 張惟晴 惟有好心晴 ，是國民黨非常優秀的新人，相當年輕，也很關心年輕人在乎的議題，為青年世代發聲。 競選第十一選區，號次8號的 黃天煌 ，不只當過民代，也當過大寮鄉長，行政立法皆熟捻，關心林園大寮的基礎建設，為鄉親服務不餘遺力。 競選第六選區，號次2號的 陳美雅 ，是日本早稻田法學博士，具有完整的國際觀，政績琳瑯滿目，希望大家力挺女力。 競選第十選區，號次12號的 蔡武宏-鎮港青年 ，相當關注公托、學前教育，守護高雄的下一代，也非常照顧基層，希望鄉親能全力相挺。 競選第四選區，號次13號的 陳麗珍 ，是基層里長出身，長期深耕基層，重視高齡化議題以及長照政策，為長輩打拚健康樂活的好日子。,,,1.0,,,3
柯志恩,,https://www.facebook.com/photo.php?fbid=692462398900816&set=a.547433460070378&type=3,每個周末，都有滿滿行程，除了全力以赴，就是全力以赴！ 昨日下午，我分別和 高雄市議會副議長陸淑美 方信淵-高雄市議員 以及 李亞築 高雄市議員 服務處 鄭東元一石激起千層浪 ，前往梓官蚵仔寮魚市及茄萣區興達港觀光魚市掃街拜票。許多攤商都和我表示，一定要翻轉高雄，我會帶著鄉親的期待，繼續為高雄打拚！ 李眉蓁 是勇敢的媽媽，遇過挫折，卻越挫越勇，2年前的勇敢承擔，也讓她更加成長，所提的大小政見，都更貼近市民，包括左楠地區人口大量增加，進而衍生的公幼公托問題，都是眉蓁最關心的議題。拜託大家能力挺勇敢的母親！ 高雄市山地原住民議員候選人葛姵瑩 Maital是社工出身，和我心理諮商的背景一樣，都在助人第一線，Maital對族人的照顧也是有目共睹，所提出的原住民就業平台、原住民國際音樂節都是非常好的政見方向，希望大家可以一起當Maital的分身，讓她高票當選，為高雄族人拚好日子。 高雄市議員 陳玫娟 是19號，而唯有19年的服務，才能對左楠如此瞭若指掌，把鄉親的事當作自己的大小事。為每個里做的貢獻、為每位里民的服務，都如數家珍，用最踏實的服務來爭取所有鄉親的支持，拜託大家能當玫娟的後盾，讓她高票當選，繼續為鄉親服務！,,,1.0,,,3
柯志恩,,https://www.facebook.com/photo.php?fbid=622230525924004&set=a.547433460070378&type=3,昨天，我參加 吳怡玎 委員舉辦的女子見面會，並由我的發言人 李明璇 主持，和40多位優秀女性座談，從國家大事聊到家庭趣事，包括高雄的公托幼教、女性微型創業、寵物友善城市、親子教育、職業婦女如何兼顧家庭與事業等議題。 許多姊妹也問我關於高雄的願景藍圖。跟大家報告，作為市長參選人，我認為高雄需要的是一位細膩、有韌性、真誠直率的女性市長。 因為高雄市，缺乏的並不是金玉其外的建設，或是亮眼的帳面數據。市民要的，是要一座能過好日子、好生活的城市。 事實上，不少朋友，聽到我決定投入高雄市長選舉都非常驚訝。有的鼓勵，有的憂心，這些意見，其實在參選之前，我都知道。 我也必須坦承，這確實是一場非常艱難的選戰。 但如果因為輸過、因為怕輸，就抗拒，那我要如何向我的孩子解釋「勇敢」？ 我的父親曾告訴我，勇敢就是無懼，我也希望能把這份南部人的精神，傳承下去。 面對艱難，只要是做對的事，就絕不畏懼！ 這是南部人的氣魄，更是女人的韌性。 女人撐起台灣半邊天，高雄好日子，我們一起拚！,,,1.0,,,3
柯志恩,,https://www.facebook.com/photo.php?fbid=658805565599833&set=a.547433460070378&type=3,【父母育兒很安心】少子化政見發布會 高雄市的出生率，已經從2018年的千分之7.25到2021年千分之6.55，未來作為高雄的大家長，我想要減輕我們高雄新手爸媽的負擔，除了打造更好的教養環境之外，還要讓市民敢生、願意生、加倍生。 我將提出「父母生養五安心」等生育政策，讓我們高雄的爸爸媽媽生兒、育兒更安心，包括： 👉生生不息234 👉津貼月子不用選 👉社會住宅您優先 👉友善臨托助弱勢 👉定點計時區區有 來賓 📍童燕珍 高雄市議會國民黨團總召 📍劉秋芳 高雄市幼兒教育協會理事長,,1.0,1.0,,,"2, 3"
黃偉哲,,https://www.facebook.com/photo.php?fbid=521585259336685&set=a.509914220503789&type=3,市民朋友午安，台南市今天共新增46名確診，包含3名火鍋店職場衍生個案、2名托育人員衍生個案、4名由阿妹演唱會衍生至關廟羽球館之個案、2名仁德羽球館活動相關、2名游泳池活動相關、2名科技廠職場接觸者，11名為確診者同住家人接觸者、3名具外縣市活動史，以及感染源疫調中個案17名。 #案例說明 1、今日公布之本土病例包含21例男性、25例女性，年齡介於未滿10歲至70多歲，發病日介於4月20日至4月23日，其中包含7例為無症狀感染。 2、今日公布之個案於可傳染期間曾出入北區麻佬二手作麻辣、富邦銀行東寧分行、富邦人壽南鑛分行、健身工廠中華廠、台糖虎山高爾夫練習場、安平區八方雲集華平店、全國電子崇德門市、中西區賓士KTV中成店。 3、昨日疫調中個案於台南市活動範圍包含家樂福仁德店、特力家居台南館、台南市仁德區圖書館、壽司郎台南西門路店等地，請同時段曾於前述場域出入的市民落實自我健康監測，若出現身體不適或疑似COVID-19症狀，請儘速就醫採檢。 #安心托育 台南市首推「居家托育守護標章」，由各區居家托育服務中心審核後發給符合資格之居家托育人員，以鼓勵居家保母踴躍施打疫苗，讓爸媽安心送托。 家長可洽台南市各區居家托育服務中心，優先媒合獲「居家托育守護標章」之保母。 第一區居家托育服務中心(06)208-8362 第二區居家托育服務中心 (06)247-2061 第三區居家托育服務中心(06)303-5053 第四區居家托育服務中心(06)635-3728 托嬰中心因應疫情實施暫停托育標準如圖15、16；若家人匡列為密切接觸者，兒童至少自行停托三日並清消。若托育人員與幼兒匡列為密切接觸者，該班至少停托三日，若托育人員與幼兒有確診者含1人以上，全班級停托十日（含三日清消）。上述人員隔離期滿恢復收托前，須經檢驗為陰性始得恢復收托。 #疫情詢問協助管道 鼓勵市民朋友可使用line智慧小幫手、衛生局服務信箱或FB反應防疫相關問題，防疫人員會在24小時內回覆，若為緊急需求，可撥打臺南市防疫專線06-2880180，或可撥打1922，平日可撥打至各個區衛生所、區公所，來請求協助跟服務。,,,,1.0,,4
黃偉哲,,https://www.facebook.com/photo.php?fbid=514812966680581&set=a.509914220503789&type=3,"今天，我到市議會進行施政報告，向市民朋友及全體議員，說明從文化首府到科技新都，現在的台南，不僅是台灣的歷史，更是台灣未來的寄望。 我從產業佈局、便捷交通、社會正義、城鄉水文及文教樂活五大面向，向您說明市府團隊的努力目標。 #產業佈局 市府積極招商引資，推動台南持續發展，三年來吸引1.8兆投資，創造大量就業機會，失業率連續三年六都最低，市民消費力逐年成長。 重視南北均衡發展，讓經濟引擎倍速轉動，市府在溪北地區規劃七股科技工業區、麻豆工業區，成為南科半導體產業的衛星工業區。在沙崙規劃綠能智慧科學城，與中央聯手規劃醫療創新園區、沙崙產業園區，為下一世代的產業創造進駐空間。 不僅是科技新城，也是農業重鎮。 去年台南芒果出口3,563公噸，鳳梨4,300公噸，加上漁畜產，共創下銷售超過10億元佳績。提高農作物價值，為農民帶來更大的收益，花費5億打造玉井農產加工及冷鏈物流中心，同時輔導青農超過1,700位，年收入達百萬以上有180位。而農水路是農業經營最核心命脈，去年完成267.5公里農路及32.3公里水路，更新改善為全國第一，今年持續投入11億元經費，讓更多農民受惠。 經濟快速發展的同時，市府也嚴守財政紀律，三年總體債務共減少超過191億元，總體債務或公共債務都是新低。 #便捷交通 四橫三縱實現中，北外環道路第三期工程即將完工，成功向中央爭取國道8號南133線路口增設高架橋改善工程、86大潭交流道匝道拓寬工程、61跨越曾文溪南延工程、國道1號永康交流道聯絡道工程。 開闢南科特定區內5-40m及10-30m計畫道路，完善南科及沙崙智慧綠能科學城聯外道路，以及安平漁港跨港大橋工程發包。 交通壅塞及停車問題用智慧科技解決，推動6大壅塞路廊改善計畫，完成中西區路網動態號誌決策系統建置，平均速率改善11%，同時，今年底將有中西區體3、水萍塭公園及南區西門健康等3座立體停車場完工，紓解停車需求。 #社會正義 生育補貼提高至1萬元，托育補助調高至8,500元，育兒津貼調高到5,000元。擴大公共化教保服務，110學年度廣義平價公共化比率已近八成，合理負擔托育費用，增加親子休憩空間，規劃特色公園25座，已有13座完工開放。 「一國中學區一日照」今年底達標，全面布建住宿式機構照顧網絡，首座銀髮悠活園區在安南區開幕，新營醫院北門分院轉型住宿式長照中心將於今年完工營運，針對弱勢長者加發健保褔利金1,000元，逾24萬人受益。 市府展現落實居住正義的決心，推動包租代管，鼓勵房東釋出空屋，目前已有1,600戶；租屋補貼則增加至4萬戶；同時與中央合作，加速興建社會住宅，規劃6,480戶，動工1,178戶。去年更是在議會支持之下，成為中南部第一個通過囤房税的縣市，最高課徵3.6%，預計今年7/1正式實施。 #城鄉水文 水患改善已見成效，去年淹水地區大幅縮減，今年將繼續建置2座滯洪池、完成3座新建抽水站、8件水門及抽水站機組更新及排水應急工程，將再改善淹水面積約300公頃，保障2萬居民生命財產安全；同時，完成雨水下水道建設長度約738公里，普及率約80%，排名全國第2。另推動污水下水道建設，接管戶數逾17萬戶，改善環境衛生，提升生活品質。 #文教樂活 提前完成「班班有冷氣」，今年夏天孩子們不用再流汗上課；「午餐廚房中央化」，自辦午餐比率將達到93%、聯合供餐比率達62%，學生吃得更加安心；同時，汰換更新校園遊戲場，以及完成148校操場整建，全面提升校園設施品質，推動校園路平，在校園行得安全。 重視資訊教育，我們連續8年蟬聯全國特優，並推動「班班有網路．生生用平板」，率先全國成立「台南市數位學習推動辦公室」，整合全市各校同步發展，讓偏鄉學童也能用程式語言操作AI機器人，數位學習沒有城鄉落差。 打造運動樂活城市，安南區、新營區、永康區的全民運動館已在規劃設計中；而水域運動方面，有嘉南大圳水上運動訓練中心、漁光島風帆訓練中心；亞太國際棒球訓練中心成棒主、副球場陸續在2023年底完工，委外營運將在今年9月簽約。 此外，啟動再創2024奧運佳績補助計畫，每月3萬元培訓補助金，做選手們最堅強的後盾；並推動多項體育發展措施，提升選手個人獎勵金及培訓津貼、推動菁英選手運動科學檢測及運動傷害防護計畫，讓2021年全中運獲得101面獎牌及全國運獲得89面獎牌，皆創縣市合併以來最佳。臺南將在今年成立體育局，籌辦2023年 #全國運動會，本市體育運動發展持續往前邁進。 感謝您看到這裡，我們會持續努力，台南是台灣第一個城市，保留文化古都傳統，邁向智慧科技重鎮，整合各界資源，市府團隊以看得遠、看得深的視角精進市政治理，成就台南進步蓬勃的力量。",,1.0,,,,2
黃偉哲,,https://www.facebook.com/photo.php?fbid=596695825158961&set=a.509914230503788&type=3,歡迎光臨台南第十一個小人國，善化東關公托家園。 如同被多啦A夢的縮小燈照到，這裡的座椅、玩具、廁所、洗手台、都是專門替未滿2歲的孩子量身打造，並營造如同在家一般的溫馨感覺，小朋友的笑臉是真實的，可以看到待在公托家園中孩子的安心與自在。 這是善化的 #東關公共托育家園，市府委託華仁社會福利慈善事業基金會辦理，「不只照顧，更要將心比心」是我們的精神，透過專業與敬業的態度，相信能獲得爸爸媽媽們信賴與認可，無後顧之憂才能全心全力為家庭打拚。 目前台南已經有11所公托家園，分別位在安南、關廟、新市、麻豆、官田、柳營、東區(仁和)、安平、東區(龍山)及永康(永埔)，未來市府還會持續努力，提供最高品質的公托家園給在台南打拚奮鬥的年輕人。,,1.0,,,,2
黃偉哲,,https://www.facebook.com/photo.php?fbid=631612245000652&set=a.509914230503788&type=3,早安，現在是8:50分，都到上班地點了嗎?最近天氣開始轉涼，為你介紹這碗當歸鴨麵線，善化50年老店，在地人絡繹不絕，是下班後暖心暖胃的首選。 市府也努力為善化市民提高生活品質，近期完工的建設有東關公托家園、善化親子悠遊館以及小新國小新校區，同時改善了光華路、民生路、和平路、光明路的路面品質，以及規劃蓮潭里活動中心，逐步完善善化區的各項公共建設。 - 50年傳統古早味(當歸鴨肉) 1730-2200*無公休 台南市善化區中山路449號,,,1.0,,,3
黃偉哲,,https://www.facebook.com/photo.php?fbid=656413902520486&set=a.509914220503789&type=3,上次開箱鹽水的森林系親子館，今天帶你看看七股的海洋療癒系的複合式兒童服務中心！ 為什麼要強調複合式？因為這裡不僅是親子悠遊館，同時也是公托家園。 我們在一樓規劃一處可以招收12位0-2歲幼兒的公托家園，而二樓則是適合未滿4歲的小朋友來遊憩玩樂的親子館。 這裡有可愛的大象球池以及豐富的主題區，分別是0-2歲遊戲空間、爬行區、學步兒探索區、2-3歲探索遊戲空間，全都是特別為未滿4歲嬰幼兒量身打造友善空間，非常歡迎爸爸媽媽帶著小朋友一起來。 我也跟市民朋友們報告，目前台南已有12座親子悠遊館以及12處公托家園，未來我們會持續廣設托育資源，讓台南是個好生好養親子友善城市。,,,1.0,,,3
黃偉哲,,https://www.facebook.com/203598423025335/photos/a.623167324401774/5342282665823526/?type=3,今天是兒童節，先在這邊祝福台南市的小小主人翁們，兒童節快樂！ 為孩子營造一個優質的成長環境，為父母減輕生兒育女的負擔，是台南市政府的責任。 今年開始我們提高了生育補助至10000元，以及育兒津貼調高至5000元（8月起），讓我們可以為爸爸媽媽們多分攤一點生育的壓力。 我們也知道光發放津貼是不夠的，還要承擔一起養一起照顧的責任。 在0-2歲方面，我們積極建設公共托育家園，目前已啟用11所公托家園，還有3所正在興建中，並在今年設立台南首座公共托嬰中心。 在2-6歲方面，台南非營利幼兒園已增加至11所，每月收費3500元，同時推動私轉公，已有165所簽約加入準公托的行列，提供2萬2692名額。 已達學齡的兒童，今年夏天就能收到市府準備已久的禮物，那就是「班班有冷氣」在今年二月提前達成，台南市的孩子們未來在炎熱夏天，也能有個舒適的學習環境！ 最後是爸爸媽媽都很關心的特色共融公園，我要跟您們報告： 目前台南已完工13座特色公園。 有3座施工中（灣裡人工濕地公園、港濱歷史公園、永康公3公園）。 還有9座規劃中（新營南瀛綠都心、鹽水公20公園、北區文元公園、北區希望公園特色遊戲場、麻豆公11遊戲場、學甲華宗公園特色遊戲場、東區公87公園、關廟大潭埤特色遊戲場、柳營櫻花滯洪池特色公園）。 我們將朝一區一特色公園努力！ 同時我們也建設了10座親子悠遊館，鼓勵家長陪同兒童可以在娛樂中學習，共創美好親子回憶。 兒童節的意義不只在於讓孩子們開心，也要讓家長們開心，我們會持續努力，讓台南可以是年輕人安心生育的地方！,,1.0,,,,2
黃偉哲,,https://www.facebook.com/photo.php?fbid=565342438294300&set=a.509914220503789&type=3,"71新制報你知，保存分享望周知 #福利補助 租屋有補助 111年7月起，300億擴大租金補貼開放線上申請，補貼戶數從12萬戶增加至50萬戶，並同步調升補貼金額，10月發放第一期租金補貼。 長輩有照顧 台南市弱勢長者加發健保福利金1,000元。(弱勢長者:綜合所得總額合計未達申報標準或綜合所得稅稅率未超過12%) 爸媽有幫助 0-5歲在家自己帶，第一名子女每月補助爸媽5,000元、第二名子女6,000元、第三名子女以上 7,000元。 就讀公共托育家園，一般戶 5,500元，中低收入戶7,500元，低收入戶9,500元。就讀準公共化私立托嬰中心或請保母，一般戶8,500元，中低收入戶10,500元，低收入戶12,500元。第二名子女每月加發1,000 元，第三名子女以上每月加發2,000 元。 (111年8月起發放，須符合家戶綜合所得稅率未達20％，未經政府公費收容安置、未重複領取托育補助者，育兒津貼與育兒補助擇一領取。) #賦稅新制 台南市囤房稅正式實施 持有本市2戶以上非自住房屋稅率按持有戶數從1.5%調高至1.8%、2.4%或3.6%。 純電車輛免徵牌照稅、貨物稅 完全以電能為動力之電動汽機車免徵使用牌照稅、貨物稅，期限延長至114年12月31日。 貨物稅減徵延長 購買能源效率第1級或第2級新電冰箱、新冷暖氣機或新除濕機退還減徵貨物稅，延長至112年6月14日。 報廢或出口中古汽機車並購買新車減徵貨物稅，延長至115年1月7日。 捐贈烏克蘭可抵所得稅 個人或營利事業透過財團法人賑災基金會設立之專戶對烏克蘭國際援助捐款得全額列報捐贈列舉扣除額或費用，於112年5月申報適用。",,1.0,,,,2
黃偉哲,,https://www.facebook.com/photo.php?fbid=530427465119131&set=a.509914220503789&type=3,從超音波中的白色小點開始跳動，到產後那一次哭聲，媽媽們開始一段偉大的旅程。 從生育到養育，過程要不斷承擔加重的責任，承受除了自已以外的辛勞，只希望自己的孩子過得好，這是母親最偉大的地方！ 所以我們會陪伴媽媽與孩子們一起成長，除了生育津貼以及育兒補貼，更重要的是分擔養育的責任，減輕媽媽們需要同時面對職場與家庭的壓力。 今年台南第一所公共托嬰中心已營運，提供未滿2歲的孩子托育的場所，以及11所社區公共托育家園。今年底還有3所公托家園以及4處興建中的托嬰中心。 滿2歲可以就讀幼兒園的時候，我們37區都有公幼且名額足夠，以及11所非營利幼兒園、165所簽約的準公托，提供2萬多名額，減輕媽媽們時間與經濟上的負擔。 今天是母親節，祝福全台南的媽媽們母親節快樂，我們會持續努力成為妳們堅強的依靠！,,,1.0,,,3
黃偉哲,,https://www.facebook.com/taiwanweicher/videos/528688785453905/,為了減輕育兒負擔，台南的育兒津貼、補助再加碼！ 要提供平價、優質的服務，目前台南已有親子悠遊館達12座、公托家園達12座。台南從無到有，斥資超過2億，為親子規劃39座特色公園。我們持續增設托育資源，要讓爸媽安心、孩子也能開心。,,,1.0,,,3
鄭運鵬,2022-11-23 00:00:00,https://www.facebook.com/100044626770324/posts/683532959810924,每一位市民朋友，不只是我的好鵬友，更是家人般的存在。 我常說，照顧到那個最需要幫助的人，成為大家的避風港，這樣從政才值得，才有意義。 這三個多月以來，跑遍桃園大街小巷，緊握市民朋友的雙手，我每天不斷思考著，如何將這些期待，轉換成給可以幫助大家的政策，讓政府成為溫暖的家人。 身為兩個孩子的爸爸，我兒子在小時候生了一場大病，所以我非常了解作為家長的心情。我們要幫助無法從家中獲得支持的懷孕女性，在產檢、陪產的過程中，有專業社工人員的陪伴，給予最大安全感和支持。 過去我幫助過好幾個罕病家庭，了解大家的困難與需要。接下來，我會推動罕見疾病生活津貼，有特殊照顧需求的兒少家庭我們也會照顧，讓大家可以安心生活，是我的責任，也是使命。 桃園是許多年輕家庭的夢想城市，我會繼續增設平價、距離近的公托、親子館；推動托育補助保母10500元、托嬰中心11500元、定點臨時托育、延長托育、興建市立兒童醫院、市立兒童樂園，讓爸媽安心生、放心養，給予大家最大的支持。 桃園有我在，大家請放心。 #票投鄭運鵬 #進步不回頭 #為桃園挺3而出 #1126出門投票,0.0,0.0,1.0,0.0,0.0,3
