Candidate,time,URL,Message,社會住宅,幼托政策,長照政策,運輸,經濟發展,other,manual_label
黃珊珊,2022-10-12 15:02:33 CST,https://www.facebook.com/100044528885416/posts/645488270278797,創新，讓台北繼續引領台灣的未來！ ​ 今天很榮幸與我的策略長翟本喬，以及ChargeSPOT共享數位服務公司執行長衛樹德，一同揭露我的新創政策。打造一個不怕失敗的環境，讓新創團隊專心向前衝刺，就是我們最重要的目標。 ​ 創業維艱，得煩惱資金來源，還有稅務、法務、辦公室租借、獎補助申請...，為了替大家解決接踵而來的難題，我們設立了「StartUP@Taipei」辦公室，提供一站式的創業、法律、稅務諮詢，更可受理申請獎補助。 ​ 此外，截至今年6月，我們已經提供了20.7億元的獎勵補助、26.3億元的融資貸款，更規劃了23個新創基地，目前已經有15個正式營運。八年來，我們為企業披荊斬棘，打造了培植新創團隊的良好育成環境。 ​ 下一步，我們會以此為基礎，展開新階段的三大主軸： ​ 第一，我們會 #提高新創資金規模，把餅做大。根據國稅局與勞保局的資料，我們發現20億的補助，可以協助企業創造高達2169.98億的營收，更帶來將近2.2萬個工作機會。 ​ 所以接下來，台北市要成立自己的 #天使基金，透過「臺北市投資新創事業推動計畫」，將市府產業發展基金結合民間資金，合作設立創業投資事業，提供新創事業多元資金管道。 ​ 第二，我們要 #擴大適用項目，讓藝文與文化產業，也可以用「科技應用」創新，符合資格提出申請適用。並將創新創意的成功模式，再推廣複製到文化產業（文化局業管），建立第二軌產業扶植政策。 ​ 最後，我們要 #強化國際鏈結，除了補助參加國際商展，進駐國外育成加速器，同時我們也會媒合國際採購商機，透過TIS媒合機制平台，對接引導海外投資人、企業買主與新創事業媒合。而最重要的，還是要促進業界交流，透過新創沙龍，串連全球的新創基地，讓台灣的專業團隊，能夠成功走向世界！ ​ #TaipeiK33PGoing #偉大市民齊步共贏 #黃珊珊 #經濟振興 #創新創業,,,,,1.0,,5
蔣萬安,2022-10-03 13:46:51 CST,https://www.facebook.com/100044398990795/posts/647585910064703,萬安的競選官網、募款小物上線了！ 這個官網是我從政歷程的縮影，記錄了最完整的蔣萬安 官網🌐 https://tpewanan.com/:=:https://www.tpewanan.com/ 裡面有我「#過去的故事」，包括參政理念、12行政區行腳軌跡、立委問政回顧。 也有我跟市民們「#共同的未來」，包括競選市長的初衷、政見、影音跟倡議。 最特別的是「萬安+足跡」 裡面有我的「#行程預告」，也透過「#用照片寫日記」的方式，紀錄我到訪的大街小巷、與市民朋友互動的過程及動人的瞬間，每張照片都乘載著滿滿的回憶。 如果您想要幫助蔣萬安，可以透過官網加入台北隊志工，以及購買募款小物。 募款小物👉 https://tpewanan.com/support 請支持台北隊，讓我們一起找回首都的光榮與朝氣 讓台北再次動起來！ __________________ 【#募款小物介紹】 這次的募款小物包含四種套餐組合、共七件不同的小物（請見圖示） 1.台北隊口罩：主視覺口罩 2.口罩香氛扣 3.「台北萬安」祈福御守 4.台北隊造型T-Shirt 5.抱枕：靈感來自陳玉珍委員「萬安緊抱」，抱枕選用「保特紗」，把生活喝過的PET寶特瓶回收，舒服又兼具環保，不論是當午睡枕或靠枕都很實用。 6.「#我們的毛小孩」桌遊：結合動保首都理念，桌遊推手是 #張倚奇，她曾獲選富比世30歲以下傑出青年，是2020年成為台灣唯一入選藝術領域的獲獎者。 7.是REBIRTH 回收帆布再造托特包：配合永續台北的概念，將選後本該丟棄的競選看板製作成托特包，大家可能會收到無限logo或我的名字，每款都是獨一無二的。 ＃你加台北就是無限,,,,,,1.0,6
林佳龍,2022-07-31 15:54:49 CST,https://www.facebook.com/100044464388138/posts/602899671202174,新北大翻新，議員逗陣拚！首場願景座談會啟動！ ⠀⠀⠀ 新北大翻新的勝選密碼，就是「1+37」，這場關鍵戰役，佳龍將與新北議員逗陣拚，團結贏得勝利！ 首場座談會下週一開跑，我與 陳啟能 新北市議員，將在三重慈化市民活動中心，與各位市民朋友見面，分享新北大翻新的期待。 8 月 1 日晚上 6 點 30 分，邀請大家逗陣來三重，一起為新北戰隊集氣加油！ ⠀⠀⠀⠀ 📍三重慈化市民活動中心 時間：8 月 1 日（一）18 : 30 至 19 : 40 地址：新北市三重區溪尾街 327 號,,,,,,1.0,6
侯友宜,2022-11-15 21:04:20 CST,https://www.facebook.com/100044642490075/posts/692128512285226,#淡水 #八里 的「侯朋友」我來了！ 謝謝你們，又比✌🏻又喊YA✌🏻 這次我們「從媽媽之河」淡水河出發！ 沿路好多熱情的好朋友！感謝你們！ 淡水河，是新北母親之河 孕育著新北 就像媽媽養育小孩一樣 用心照顧 讓這塊土地，好，還要更好！ 「侯我」和新北往前衝！ 「為您」拚一個好日子！ #侯我為2 #侯侯做代誌 #侯朋友我來了,,,,,,1.0,6
黃珊珊,2022-09-25 15:16:08 CST,https://www.facebook.com/100044528885416/posts/631928581634766,每一位偉大市民，都是改變政治文化的強大力量。 ​ 距離選舉只剩兩個月，但全台灣的政治風氣，卻演變為徹底的烏賊戰，但大家想要的是希望，而不是看著候選人互抹泥巴，拖著城市一起向下沈淪。所以，我有些心裡話想對大家說。 ​ 作為一樣北漂、落地生根的市民，我想問大家一個問題：過去台灣錢淹腳目，曾經創造經濟奇蹟，但為什麼現在的年輕人們，不僅買不起房，甚至連結婚生子都不敢奢望？ ​ 這次選舉，沒有民生議題、沒有市政辯論，藍綠關心的只有私益與政黨利益。在贏者全拿的零和遊戲中，任何一方取得政權後都不會認真治理。為了維持這個利益結構，他們喊出棄保，這不只是低估全台灣民眾的智慧，他們想斷絕的，是一切帶來改變的可能。 ​ 棄保後，藍綠哥倆好分飽飽，老百姓卻氣飽飽，這就是藍綠烏賊戰的後果。 ​ 回想疫情發生時，作為指揮官的候選人，對台北市的疫情爆發無動於衷，直到參選才向萬華道歉；而另一位候選人，作為台北市的立委，職責本來是在立法院監督衛福部，卻也同樣不曾聲援台北市，也無力監督失職的中央指揮官。一位是權力的傲慢，另一位是權力的無能。 ​ 他們根本不了解台北市，口中能說出的，只有「好想當市長」。 ​ 藍綠不思城市治理，用意識形態綁架選民，而我參選台北市長的原因，就是終止這場鬧劇，因為下一代的價值觀，不能再被藍綠扭曲。所以，我要以市民主義為本，打造一個乾淨、透明、公平、正義的宜居永續城市，帶給市民幸福與驕傲，這才是一個首都市長該做的事。 ​ 今天，在我的成立大會上，聚集不分政黨、不同專業的各方賢達，我們要用專業形塑台北，心存善念，打造一個用人唯才的聯合政府。唯有推倒藍綠高牆，台北才能繼續前進。 ​ 而終結藍綠對立最好的方法，就是 #讓黃珊珊當選，#第一位首都女市長。 ​ 在座的各位、螢幕前閱讀這段文字的各位，你們每一個人，都手握改變政治文化的強大力量，每一個人都是我的「發動機」。請支持我的親愛的年輕朋友，告訴你們的爸媽、阿公阿嬤，為什麼你們支持黃珊珊，以及你們關注的議題是什麼，為什麼你們厭惡口水，為什麼需要一個關注民生的市長。 ​ 請每位朋友，不要忘記你的任務，從今天起，每一個人都是黃珊珊，11月26日，我們一起迎接勝利，謝謝大家！ ​ #TaipeiK33PGoing #偉大市民齊步共贏 #黃珊珊,1,1.0,,,1.0,1.0,"1, 2, 5, 6"
黃珊珊,2022-09-15 22:06:41 CST,https://www.facebook.com/100044528885416/posts/624875435673414,【珊珊去哪裡 ​ ​ 9/16（五）行程】 ​ 明天，我將參加中小企業ESG博覽會，與撐起台灣的中堅企業主們，一同探討台北永續發展的未來，以及分享我們智慧城市的願景。明天 柯文哲 市長也在，歡迎大家一起來共襄盛舉！ ​ - 主題：出席「2022中小企業 ESG博覽會」 時間：111.9.16(五) 上午09時10分-10時50分 地點：台大醫院國際會議中心201 室 地址：台北市中正區徐州路2號 - #TaipeiK33PGoing #偉大市民齊步共贏 #黃珊珊 #珊珊去哪裡,,,,,1.0,0.0,5
林佳龍,2022-09-17 20:09:49 CST,https://www.facebook.com/100044464388138/posts/634635801361894,今天下午的天氣實在很好，非常適合戶外活動！佳龍跟 曾進益、 何博文 Ho Po-wen ​ 一起來到樹林的 #景觀萬坪公園 野餐，感受太陽的溫暖跟最近難得的放鬆時刻！而我們市黨部在板橋主辦的「露天星空親子電影院」的播映活動也很好玩！ ​ 跟我一起到板橋體育場的，還有 羅致政 委員、黨部主委何博文、新北市議員 戴瑋姍、市議員候選人 石一佑 - 小佑子粉絲團、 黃淑君 板橋、 山田摩衣，大家邊逛邊跟小朋友合照，不知道大家覺得哪張照片最可愛？ ​ 今天趁著這個大好機會，我也跟現場許多的小朋友進行互動，更以「鄰家龍」的身份露了一手「泡泡首秀」！希望他們能感受到佳龍叔叔的魅力，說服他們的爸媽投我一票😂 ​ 看著這些孩子們，我也在思考市政有關的問題，新北市是六都裡，人均擁有圖書館最少、人均綠地也是最少的城市，我想一個重視下一代環境的市政府，不該總是自滿，而是要更加努力才行。 ​ 跟小朋友打招呼的時候，感受到純真的笑容跟笑聲，我想我也要打起精神繼續衝刺，才有機會來服務他們，讓他們的未來更有希望。,,,,,,1.0,6
陳時中,2022-07-26 19:30:07 CST,https://www.facebook.com/100720289384352/posts/112523681537346,兩年來，我看見台灣社會的所有人，在國家面臨挑戰時，展現出無比的勇氣跟韌性，彼此包容合作，挺過無數次的考驗。這樣的挑戰並不容易，但我有信心，國人也要有信心；我們同島一命，每個人都是不可或缺的一員。謝謝每一個勇敢團結的台灣人，謝謝每一個一起守護台灣的你。 #謝謝大家,,,,,,1.0,6
黃珊珊,2022-10-16 19:17:38 CST,https://www.facebook.com/100044528885416/posts/648742543286703,內湖康樂隧道口的土石滑落導致無法通行，目前山區的累積雨量也已達超大豪雨等級，請各位朋友出門一定要多加留意自身安全！,,,,,,1.0,6
陳時中,2022-11-23 21:01:02 CST,https://www.facebook.com/100720289384352/posts/150075794448801,大家晚安，我是阿中，投入選舉以來，我用溫暖化解對立，以理念爭取認同，直到最後一刻，我仍堅持用市政願景來說服選民。我深信只要大家同心齊力，團結催票、拉票、固票，並且實際去投票，我們就會贏，就能贏來勝利。 ​ 我需要大家的參與，陪我走過最後一哩路。 ​ 本週五的《選前之夜》，包括總統蔡英文 Tsai Ing-wen、行政院長蘇貞昌、前副總統陳建仁 Chen Chien-Jen將來到現場相挺；此次創作競選歌曲的優秀音樂人——陳明章音樂、董事長樂團、鋼琴詩人王俊傑 、以及作為表演團體的無雙樂團，也將帶來盈耳歌聲。投票前一日晚上六點開始入場，邀請大家帶著歡悅的心情，來到競選總部。我相信，11/26當天，我們必能滿懷熱情、堅定信心投下改變的一票，讓這座城市揮別停滯，讓台北更好。 ​ 這是24年來，最接近勝利的一次。用你手中的選票創造歷史，請支持台北市長候選人12號陳時中。,,,,,,1.0,6
侯友宜,2022-09-04 12:47:35 CST,https://www.facebook.com/100044642490075/posts/638487634315981,雖然氣象局在11:30解除新北市軒嵐諾颱風的陸上颱風警報，但是還是請市民朋友有必要外出時，要特別小心颱風帶來的後續雨勢影響。 今天一早除了再度到EOC掌握新北市各區受到颱風影響的情況，隨即也前往了三鶯大橋了解防汛整備情形。三鶯大橋現階段正在進行改建工程，在颱風後續的影響下，要持續監控水位，一定要保持在安全範圍裡面，把安全做到位，讓位於河道兩側和下游的居民都能夠平安。 正午時刻，颱風的影響尚未完全遠離，沿海依舊不斷出現長浪，還是要再度提醒市民朋友避免前往從事海域活動，我們一起謹慎面對，平安度過這次颱風。,,,,,,1.0,6
林佳龍,2022-08-02 17:43:00 CST,https://www.facebook.com/100044464388138/posts/604158517742956,好朋友，歡迎來到台灣！ 台美雙方已經證實，美國聯邦眾議院議長裴洛西即將於今晚訪台，預計在台北停留一夜，並拜訪蔡英文總統跟立法院。距離上次美國眾議院議長訪台，已是 25 年前的事。她的來訪，除代表美國不分黨派對台灣的力挺，也傳達美國民意對台灣最直接的支持。她代表美國民意出訪台灣，是正式的訪問，也是台美關係邁向正常化的重要里程碑。 裴洛西議長自 1987 年起擔任眾議院議員迄今 35 年，是美國歷史上第一位女性眾議院議長。依據美國憲法的規定，眾議院議長在美國總統繼任順序中僅次於副總統，是美國政壇舉足輕重的政治人物。她的到訪，證明民主台灣對維護印太地區和平與繁榮，有著不可替代的地緣政治上的重要性。 特別是，當民主國家紛紛發現，伴隨中國崛起，中共帶來的威脅不只針對台灣，也擴散到全世界。如今，台灣是全世界所信賴的安全供應鏈，也是民主價值最堅定的同盟夥伴。相較於成為trouble maker的中國，台灣不再是問題，還是解決中共崛起問題的鑰匙。 近年來，台灣在蔡總統的帶領下，國際地位不斷提升，台灣不僅被世界看見，也被世界所需要。而在中央外交持續努力、訪台國際友人的層級不斷升高的同時，我們在地方上的城市外交，也應有相對應的成長。 特別是作為大台北首都圈的樞紐、身為全台人口最大都市的新北市，不僅有資格成為真正的國際都市、更應在城市外交上有更亮麗的表現。而新北市的市長，不僅應提出能真正接軌國際的願景，也應有能力與自信，對國際變局與兩岸關係提出自己的看法。 遺憾的是，在近期日本與美國等民主友邦重要人士訪台之際，我們從未見到侯友宜市長發表過支持的言論或看法。不僅如此，在新北市升格後，侯友宜市長參與和主政的期間，連城市外交最基本的雙邊關係的推動都乏善可陳。 今天侯友宜市長受訪表示：「台灣歡迎國際友人來台參訪，但更期待區域的和平穩定。」美國友人友善到訪，侯市長卻擔憂區域和平穩定？想請問有意參選總統的侯市長，究竟是哪個國家破壞了區域和平穩定，您可敢回答？,,,,,,1.0,6
陳時中,2022-09-24 18:03:02 CST,https://www.facebook.com/100720289384352/posts/131601172962930,感謝這一群關心首都台北未來，熱愛台灣的律師朋友們。在大家的協助之下，我的律師後援會正式成立，會中提出五項訴求，包括：市政中立公開民主、深化校園法治教育、提升性別多元平等、保護市民個人資料、重大建設專業優先。每一項我覺得都相當重要，尤其在法治教育的部分，需提升公務機關與市民的法律認知。 ​ 我的阿爸也是法律人，他是台大法律系教授。當初，他替我取「時中」這個名字，就是期盼我行事「持中」，持正不阿、中道公平的思考，讓事情做得更完善。年輕時，我這個「時鐘」有時候跑得比較慢，有時候會停頓；但隨著歲月積累、有更多公共事務的經驗，現在「時中」已經準備好了，要替社會做更多的事情。 ​ 站在這面寫滿律師名字的背板前，我覺得相當感動。舞台背板經過特別設計，黑白兩底色交織彩虹線條，代表律師朋友們對我的期許。希望我在市政執行上明辨是非，但對錯之間，也能兼容「以人為本」的溫暖，善用溝通，讓市政推動更加順暢。 ​ 參選至今，我提出超過百項政策，我一定會拼，也希望各位大律師們除熱情相挺，也跟客戶多多分析台北目前的困境，而這個解方就是陳時中，希望大家一定要投給我。 ​ #把事做好 #台北更好,,,,,,1.0,6
陳時中,2022-10-31 11:39:42 CST,https://www.facebook.com/100720289384352/posts/142398371883210,防疫１２ × Ｑ＆Ａ｜防疫要團結．謠言要終結｜ ​ 自中國武漢傳出 Covid-19 疫情至今，台灣同島一心，不分彼此團結抗疫。防疫成果深獲國際肯定。但卻因選舉緣故，遭到競爭對手不斷扭曲事實、散播謠言。如此混淆視聽，抹煞了防疫團隊和全體國人的努力。 ​ 去脈絡化的抹黑很簡單，也很容易，只要一句負面話語，不分青紅皂白替對方貼上標籤，以「三人成虎」的方式，口耳相傳就能輕易詆毀一個人，這是最廉價也最不負責任的政治作為。為了讓事實水落石出，傳遞正確資訊，清晰說明，我和團隊持續努力呈現真相，從不懈怠。 ​ 今天，我針對各種移花接木、無中生有的言語攻訐，製作了完整說明，審慎鄭重地來澄清謠言。呼籲其他候選人能和我一樣，秉持正派的從政初心，進行有格調的選戰。因為，選舉的目的本是尋求全心服務市民的機會，而非打敗陳時中。 ​ 請尊重這場選舉，勿讓負面操作掩蓋了台灣民主的美好。,,,,,,1.0,6
蔣萬安,2022-06-14 12:02:44 CST,https://www.facebook.com/100044398990795/posts/572269257596369,全新直播企劃「講講蔣萬安：萬安談政事」第二集邀請到台灣世新大學啦啦隊(Taiwan Shih Hsin University Cheerleading Team)李敏玲教練，和我一起聊聊冠軍獎盃後的熱血青春！#今晚九點 我們線上見！ 我跟我的前任女友aka現任老婆，以前大學的時候也參加過系上的啦啦隊，李老師說他過去曾經到政大擔任啦啦隊比賽評審，說不定當年還評過我們的比賽喔😁 啦啦隊比賽很可能成為奧運最新競賽項目。台灣啦啦隊素質相當高，過去李老師指導的學生更曾在國際賽事中贏過美國，啦啦隊有機會成為中華隊奧運奪牌的新希望嗎？熱血演出的背後又有哪些辛酸血淚呢？歡迎大家一起加入討論！ 直播時間 🔍 6/14 (二) 21:00 直播主題 🔍 青春熱血啦啦隊！ 下一個奧運奪牌希望！ #世新世新世界之星 #青春啦啦隊 #講講蔣萬安 #萬安談政事 #蔣萬安,,,,,,1.0,6
陳時中,2022-11-08 14:48:04 CST,https://www.facebook.com/100720289384352/posts/144997524956628,認識一座城市，可以登高、可以望遠、可以流連街角巷弄、可以忘返繁華通衢。忠誠路旁欒樹正火紅燦爛、三腳渡落霞孤鶩齊飛、草山山坳間雲霧飄繞氤氳，大稻埕被歲月浸泡後越陳越香......即便是落雨紛紛的時節，這座城市仍讓人眷戀。 ​ 陳明章老師寫了首歌，訴說對台北的愛，吟哦在這片土地上生活的期待，觸動台北人心內的所在。不論是異鄉人或是老台北，都懷抱著夢想在這裡奮鬥；我們珍惜在台北的生活、也想好好在台北生活；希冀咱能作伙團結守護台北、守護咱的家。 ​ 「咱逐家做陣拚 行出咱的光明路」—— 我們一起努力，一起在台北幸福美滿。 ​ ​ 《有希望的都市》 ​ 詞．曲｜陳明章 ​ 貓空的月娘 ​ 北投的櫻花 行到西門町 ​ 散步大稻埕 101佮咱 ​ 逐家來作伴 為著台北城逐家做陣行 ​ 行向日頭的所在 ​ 行向開闊的未來 幸福美滿咱逐家做陣拚 行出咱的光明路 ​ 有希望的都市 ​ 有希望的未來 ​ 有希望的改變 ​ 遮有你佮我 守護首都 ​ 守護咱國家 淡水河邊 ​ 大屯山脈 ​ 咱有咱的夢 咱佇世界站懸懸 ​ 有你 有我 有時 有心 有你 有我 有時 有心 有你 有我 有時 有心 有你 有我 有時 有心 ※特別感謝 陳明章音樂,,,,,,1.0,6
林佳龍,2022-10-07 10:17:49 CST,https://www.facebook.com/100044464388138/posts/649694756522665,依山傍海、環境優美的貢寮，可說是首都圈最療癒的旅遊地，在地議員 #林裔綺 的帶領，立法委員 賴品妤的陪同下，佳龍來到貢寮澳底仁和宮，一起參香祈福，並與鄉親在廟埕進行座談，暢談貢寮未來發展與反核的歷史，同時簽下 #設立反核歷程博物館 承諾書，希望透過故事與觀光，讓大家來認識貢寮人的故事。 ​ 過去，在我參與野百合運動時，就曾與貢寮人一起遊行，後來也以立法委員的身份代表反方，在 2013 的核四大辯論中，傳達明確且清楚的反核論述，對於貢寮鄉親堅持反核的精神，我一直十分尊敬。 ​ 貢寮有發展潛水、攀岩的天然優勢，若能加上「故事」來感動人們、了解在地特色，就能帶動整體旅遊產業升級，打造貢寮與北海岸成為世界級的觀光景點。 ​ 新北大翻新、貢寮大翻身，請大家為翻轉新北投下一票，我們共同努力打拚！,,,,,,1.0,6
林佳龍,2022-10-07 13:26:48 CST,https://www.facebook.com/100044464388138/posts/649801176512023,清晨一早，佳龍與團隊就來到 #三重果菜市場，逐攤拜訪各位頭家、向採買的市民朋友們問早，除了感謝熱情鄉親的沿途鼓勵，我在福德宮參拜時，也不忘為大家祈願，希望攤商們生意越來越興旺、市場也更加繁榮熱鬧！ ​ 對我來說，走進鄉親的日常生活、傾聽大家的心聲，是最真實的互動交流，隨著選舉日倒數接近，我更加勤快出動，要來把握與大家請託的機會！ ​ 果菜市場不僅是批發採購的門面，也是攤商們每日打拚的場域，打造一個更方便、安全、有品質的市場環境，成為新北市的國際級觀光果菜市場，是我承諾要來做到的事情。 ​ 我將透過台中市長任內，推動建國市場遷建的經驗，翻新三重果菜市場，讓這裡交通四通八達、倉儲物流便利，實現新北大翻新的願景，讓鄉親都能安居樂業在此打拚！,,,,,1.0,,5
林佳龍,2022-09-17 12:18:31 CST,https://www.facebook.com/100044464388138/posts/634404848051656,#阿龍開港EP7｜解讀兩岸關係與國際情勢 ft.民主進步黨副秘書長－ 林飛帆 ​ 這次節目不僅開港也「開花」，野百合 VS 太陽花來交流啦！ ​ 我們邀請到民主進步黨副秘書長 #林飛帆 ，來跟大家一起聊聊，從野白合學運時出身的我，與身在太陽花世代的飛帆，對於不同世代的台灣，所面對的民主挑戰有什麼觀察，也分享對兩岸關係、國際情勢的看法。 ​ 近幾年，中共威權統治不斷在擴張、威脅區域秩序，我和飛帆都認同，台灣一定要凝聚一致共識，即便是在野黨，也應以國家利益跟安全為優先，面對中共的文攻武嚇，不應該放低姿態。 ​ 尤其從俄烏戰爭中，更可以觀察到「城市首長」展現的態度，也是捍衛國家的重要關鍵，身為新北市長參選人，我也在節目中表達堅定信念，希望台灣真正成為一個正常國家。 ​ 歡迎每一位關心台灣的朋友們，一起收聽這集節目！ ​ 🐲 本集開港重點： ​ 🌼 不同學運世代，追求相同民主精神。 🌼 與印太區盟友協力，彰顯台灣民主價值。 🌼 面對中共威脅不屈服，城市首長、中央信念要一致！ ​ 🎧 立即打開收聽： ​ ☛ Apple：https://pse.is/4gk2yr:=:https://open.spotify.com/episode/0yquIYxR6NyaMnGMKAEjq0 ☛ Spotify：https://pse.is/4gfud7:=:https://podcasts.apple.com/tw/podcast/ep7-%E5%8F%B0%E7%81%A3%E7%9A%84%E5%85%A9%E5%B2%B8%E8%88%87%E5%9C%8B%E9%9A%9B%E9%97%9C%E4%BF%82%E5%88%B0%E5%BA%95%E5%A6%82%E4%BD%95-ft-%E6%B0%91%E9%80%B2%E9%BB%A8%E5%89%AF%E7%A5%95%E6%9B%B8%E9%95%B7-%E6%9E%97%E9%A3%9B%E5%B8%86/id1631742165?i=1000579751750 ☛ KKBOX：｜解讀兩岸關係與國際情勢 ft.民主進步黨副秘書長－ 林飛帆,,,,,,1.0,6
黃珊珊,2022-10-03 19:24:47 CST,https://www.facebook.com/100044528885416/posts/638235497670741,一個偉大的城市，必然是一個讓市民引以為傲的城市；一個幸福的城市，必然有一套讓他人羨慕的發展程式。 ​ 從學法律當律師，到參政當了21年市議員，再進入台北市政府擔任副市長。秉持「民主自由、公平正義」的初心，我希望每一天的努力，都能讓台北市變得愈來愈好。 ​ 我的第二本書《城市・程式》，紀錄了我擔任副市長二年多來的軌跡，也是我對城市治理的想法與實踐。走過防疫的艱鉅考驗，我清楚學到首長的態度，能決定一個政府的施政效能，勤政文化是上行下效，只有以身作則，更能讓具備責任心的公務員，發揮出真正的能力。 ​ 意志堅定、專心致志，才能引領公務員產生服務心態，將以人為本、公平正義、宏觀願景、多元融合的概念放在心上，進而有溫度地服務民眾，並且內化成為一種本能。 ​ 這是我這兩年多來的施政報告，更包含我對於台北的未來展望。我會抱持初心，無畏、無偽，敢於做對，與偉大市民一同推動台北持續前進。 ​ 這本書，在今天開放正式預購，10/8將正式出版，請各位多多捧場，謝謝大家！ ​ #黃珊珊 #城市程式,,,,,,1.0,6
黃珊珊,2022-10-23 17:02:05 CST,https://www.facebook.com/100044528885416/posts/653916146102676,我要打造的，是不分族群出身，每一個市民都能齊步共贏的台北市。 ​ 上午客家嘉年華結束後，我參加了原住民族基本權利與福利政策領袖對談，除了討論語言文化的傳承，更聚焦在台北居住、求學、求職的「都市原民」，尤其是在「青銀共學」與「創業就業」兩大議題。 ​ 在青銀共學的部分，要讓離開原鄉的孩子，在都市有能夠學習母語的環境，又要同時能照顧到耆老，這也是文化傳承最直接有效的方式。因此，北市原民會目前已經在北投、南港、文山與萬華區設立四個 #耆老中心，提供原民長者學習與健康諮詢的環境，形塑都市裡的原民聚落。 ​ 此外，各局處已經有原民所需的資源，像是創新創業，有一站式創業辦公室，提供許多融資貸款與補助；協助就業的部分，也有 #青年職涯發展中心 未來還會重推 #青年職涯儲值護照 2.0 補助，最多可領3次，補助高達1.8萬元。我們會持續加強更容易且有執行力的溝通管道，有一個資訊透明、族群友善的平台，才能打造全民都能參與的開放政府，我們會繼續努力！ ​ 此外，還有很多獨特的文化與傳統，都應該予以重視與保留，原住民朋友與生俱來天賦更是讓人難以忽視，如何挖掘、培養更多在音樂、體育上的人才，更是未來必須努力的目標。 ​ #黃珊珊 #8號黃珊珊 #TaipeiK33PGoing #偉大市民齊步共贏,,,1.0,,1.0,1.0,"3, 5, 6"
林佳龍,2022-08-27 12:19:46 CST,https://www.facebook.com/100044464388138/posts/620194752805999,新住民共榮！照顧新北多元族群​ ​ 昨天佳龍在 張宏陸、 立法委員 江永昌委員的陪同下，從透早到暗暝，走遍中和與鄉親問好，並出席新北市議員參選人 張嘉玲的座談會，與壯闊台灣聯盟理事長 壯闊台灣 吳怡農、前市議員林秀惠一起宣講，向大家說明我們對「新北多元族群文化發晨」的願景。​ ​ 許多新住民朋友，包括新北市越南新住民同鄉會，昨晚也都出席座談，嘉玲在現場也提到，希望能在中和推動成立「新住民文化中心」，讓新北的多元族群能有更好發展。​ ​ 我不僅認同，也承諾若當選新北市長，會將新住民原來的國家文化，與地方特色優勢結合，再以觀光帶動整體產業發展，向國際展現台灣最美的人文風景。​ ​ 台灣現在要走向世界，新北可以扮演領頭羊的角色，我有過台中市長、交通部長、無任所大使的歷練，不僅有能力來照顧好新北多元族群市民，更有信心讓世界看見，我們對人權的尊重、對不同族群的欣賞。​ ​ 我們在地的永昌委員，多年來為中和積極爭取建設，包括即將啟用的兩座停車場，以及南勢角興南路東西側聯外隧道、中和交流道新增匝道；嘉玲也是我認識很久的好朋友，不僅有中央、地方的歷練，更擔任過民進黨中央婦女部的主任，做事能力大家有目共賭。​ ​ 年底選舉，請各位鄉親市長票投林佳龍，也一起牽成在地好人才，共同來支持 #會做事 團隊，讓我們有機會為市民朋友、為新北這座美麗城市來服務！,,,,1.0,,1.0,"4, 6"
陳時中,2022-08-29 07:40:03 CST,https://www.facebook.com/100720289384352/posts/123691347087246,上次我戴苑裡草帽踅大稻埕的模樣大家都足呵咾，因此特別準備了精彩的影片與大家分享。👉https://youtu.be/ebfr9muToZk:=:https://www.youtube.com/watch?v=ebfr9muToZk ，跟我一起走進時光長廊，細細品味街道巷弄、一磚一瓦，發掘屬於大稻埕的小故事！當個道地的老台北人，一起體驗台北城的古典新魅力。,,,,,,1.0,6
林佳龍,2022-09-11 21:11:42 CST,https://www.facebook.com/100044464388138/posts/630603995098408,月圓人團圓！今天是中秋連假的最後一天，競辦特別舉行新住民家庭日，讓佳龍跟新住民的兄弟姐妹一起共度中秋、品嚐家鄉味。 ​ 今天不只有東南亞的家鄉美食，由南方節奏手鼓團吳振南團長帶領新住民兄弟姊妹，以馬來西亞傳統樂器「手鼓」演奏的歌曲，和泰友印越舞蹈社帶來的舞蹈表演，讓現場十分熱鬧！ ​ 「彩虹之美是因為多色並存、台灣之美是因為多元共融。」 ​ 新北市是台灣的縮影，更是許多新住民的新故鄉，我在台中市長任內，就將第一廣場打造成台灣第一個「東協廣場」（ASEAN Square／ASEAN Plaza）、在交通部長任內也特別重視穆斯林觀光旅遊，到現在擔任無任所大使，也負責與台灣與東南亞國家的交流。 ​ 未來，我要成立新住民文化故事館、讓新北市成為「節慶城市」！一年四季、12 個月，所有的族群都可以在新北市快樂過節！ ​ 我也要特別感謝新住民立委 立法委員 羅美玲 、 民進黨婦女部 主任許嘉恬、市議員候選人 山田摩衣 、 石一佑 - 小佑子粉絲團、卓冠廷抽空到場支持佳龍，跟大家一起同樂。 ​ 祝大家中秋佳節愉快，明天我們再接再厲、繼續打拚！,,,,,,1.0,6
